,Model Name,Developed by,Funded by [optional],Shared by [optional],Model type,Language(s) (NLP),License,Finetuned from model [optional],Repository,Paper [optional],Demo [optional],Label Information,Training Data,Training Procedure,Preprocessing [optional],Training Hyperparameters,"Speeds, Sizes, Times [optional]",Testing Data,Factors,Metrics,Results,Summary,Direct Use,Downstream Use [optional],Out-of-Scope Use,"Bias, Risks, and Limitations",Recommendations,How to Get Started with the Model,Model Examination [optional],Environmental Impact,Technical Specifications [optional],Model Architecture and Objective,Compute Infrastructure,Hardware,Software,Citation [optional],Glossary [optional],More Information [optional],Model Card Authors [optional],Model Card Contact
383,gabrielkytz/novo,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
384,salohnana2018/ABSA-SentencePair-DAPT-HARD-SemEval-bert-base-Camel-MSA-run3,NIA,NIA,U,U,U,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
385,ruanchaves/mdeberta-v3-base-assin-entailment,NIA,NIA,NIA,U,NIA,NIA,NIA,U,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
386,profoz/deploy-mlops-demo,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
387,intanm/baseline_fin_sa_30,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
388,tiwanyan/distil_bert_fine_tune,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
389,cruiser/distilbert_model_kaggle_200_epoch,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
390,researchaccount/sa_sub4,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
391,raygx/xlmRoBERTa-NepSA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
392,adnanakbr/emotion-english-distilroberta-base-fine_tuned_for_amazon_english_reviews_on_200K_review_v3,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
393,intanm/baseline_fin_sa_70,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
394,sasha/autotrain-RobertaBaseTweetEval-1281048990,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
395,BeChi87/train_model_Lastest1,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
396,raoh/yiran-nlp4,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
397,BeChi87/train_model_Lastest_16_8_lan2,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
398,Svetlana0303/Classfication_electra,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
399,raygx/BERT-NepSA-domainAdapt,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
400,fassahat/anferico-bert-for-patents-finetuned-150k-sentences,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
401,salohnana2018/ABSA-Pair-domainAdapt-Qarib-HARD-ImbalancedHandling-absoluteWeights-gamma1-dropout01,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
402,BeChi87/train_model_Lastest_21,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
403,KarelDO/lstm.CEBaB_confounding.food_service_positive.absa.5-class.seed_42,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
404,aarnphm/multi-length-text-classification-pipeline,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
405,blinjrm/finsent,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
406,yanezh/twiiter_try15_fold4,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
407,AlonCohen/RuSentNE-test,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
408,salohnana2018/MARBERTV02ABSAnew,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
409,raygx/distilBERT-NepSA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
410,Narsil/finbert2,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,U,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
411,Robher51/Model3,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
412,salohnana2018/ABSA-Pair-domainAdapt-Camel-MSA-HARD-ImbalancedHandling-absoluteWeights-gamma1-run2,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
413,niksmer/RoBERTa-RILE,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,U,NIA,U,NIA,U,U,NIA,U,NIA,NIA,U,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
414,chrommium/sbert_large-finetuned-sent_in_news_sents_3lab,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
415,yanezh/twiiter_try13_fold1,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
416,ruanchaves/bert-base-portuguese-cased-assin-entailment,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,FIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA
417,yanezh/twiiter_try10_fold0,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
418,intanm/mlm_v1_20230327_fin_sa_100,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,PIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
419,intanm/fin-sa-post-trained-indobert-base-finnews-p2-001,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
420,intanm/baseline_fin_sa_100,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
421,intanm/mlm_v1_20230327_fin_sa_90,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
422,BramVanroy/xlm-roberta-base-hebban-reviews,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
423,yanezh/twiiter_try11_fold3,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
424,cnut1648/biolinkbert-mnli,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,U,NIA,NIA,FIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
425,israel/testing_model,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
426,intanm/sa100-mlm-20230403-001-2,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
427,intanm/fin-sa-post-trained-indobert-base-finreport,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
428,sasha/autotrain-BERTBase-TweetEval-1281248998,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
429,ozoora/rubert-4.1poi,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
430,midwinter73/dipterv6,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
431,sasha/autotrain-DistilBERT-TweetEval-1281148991,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
432,yanezh/twiiter_try4_fold3,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
433,yanezh/twiiter_try5_fold3,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
434,asaderu-ai/ssclass_best,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,FIA,U,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
435,cruiser/distilbert_final_config_dropout,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
436,BeChi87/train_model_Lastestttt,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
437,yanezh/twiiter_try5_fold0,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
438,philschmid/finbert-tone-endpoint-ds,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,U,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
439,intanm/baseline_fin_sa_60,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
440,ymcnabb/dutch_threeway_sentiment_classification_v2,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
441,Bennet1996/finetuning-ESG-sentiment-model-distilbert,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
442,cardiffnlp/mbert-base-tweet-sentiment-fr,NIA,NIA,NIA,NIA,U,NIA,FIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,FIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
443,cardiffnlp/mbert-base-tweet-sentiment-pt,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,FIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
444,ecabott/nepali-sentiment-analyzer,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
445,aXhyra/presentation_sentiment_1234567,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
446,Pendo/finetuned-Sentiment-classfication-ROBERTA-Base-model,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
447,Christiansg/finetuning-sentiment_spanish-amazon-group23,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
448,bardsai/finance-sentiment-es-base,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
449,sismetanin/rubert_conversational-ru-sentiment-sentirueval2016,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
450,cardiffnlp/mbert-base-tweet-sentiment-ar,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,FIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
451,l3cube-pune/marathi-sentiment-subtitles,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,NIA
452,hw2942/bert-base-chinese-finetuning-financial-news-sentiment-test1,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
453,Ausbel/Vaccine-tweet-sentiments-analysis-model-2,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
454,nlp-chula/sentiment-finnlp-th,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
455,Psunrise/finetuning-customer-sentiment-model-300-samples,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
456,lucaordronneau/twitter-roberta-base-sentiment-latest-finetuned-FG-SINGLE_SENTENCE-NEWS,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
457,hazrulakmal/distilbert-optimised-finetuned-financial-sentiment,NIA,NIA,NIA,NIA,NIA,NIA,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,FIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
458,sakasa007/finetuning-sentiment-text-mining,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,NIA,NIA,NIA,U,FIA,NIA,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,U,U,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
459,sshs/phobert-base-vietnamese-sentiment,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA,NIA
